#	tenant	force	body	status	response
1	acme		dev-1|READY|1.0	200	{"id":"dev-1","score":100,"changed":true,"tags":[]}
2	acme		dev-1|READY|1.0	200	{"id":"dev-1","score":100,"changed":false,"tags":[]}
3	acme		dev-1|ready|1.0	200	{"id":"dev-1","score":100,"changed":false,"tags":[]}
4	acme		dev-1|READY|1.1	200	{"id":"dev-1","score":100,"changed":true,"tags":[]}
5	acme		dev-1|DEGRADED|1.1	200	{"id":"dev-1","score":50,"changed":true,"tags":[]}
6	acme		dev-1|BOOTING|1.1	200	{"id":"dev-1","score":0,"changed":true,"tags":[]}
7	acme		dev-1|DOWN|1.1	200	{"id":"dev-1","score":0,"changed":true,"tags":[]}
8	acme		dev-1|READY|1.1	200	{"id":"dev-1","score":50,"changed":true,"tags":[]}
9	acme		dev-1|DOWN|1.1	200	{"id":"dev-1","score":0,"changed":true,"tags":[]}
10	acme	1	dev-1|READY|1.1	200	{"id":"dev-1","score":100,"changed":true,"tags":[]}
11	acme		dev-1|SLEEPY|1.1	400	{"error":"unknown status \"SLEEPY\""}
12	acme	1	dev-1|SLEEPY|1.1	200	{"id":"dev-1","score":50,"changed":true,"tags":[]}
13	acme		dev-1|sleepy|1.1	400	{"error":"unknown status \"SLEEPY\""}
14	acme		dev-1|READY	400	{"error":"bad heartbeat"}
15	acme		dev-1	400	{"error":"bad heartbeat"}
16	acme			400	{"error":"bad heartbeat"}
17	acme		|READY|1.0	400	{"error":"bad id"}
18	acme		   |READY|1.0	400	{"error":"bad id"}
19	acme		xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx|READY|1.0	400	{"error":"bad id"}
20	acme		xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx|READY|1.0	200	{"id":"xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx","score":100,"changed":true,"tags":[]}
21	acme		dev-2|READY|2.0|gpu,ssd	200	{"id":"dev-2","score":120,"changed":true,"tags":["gpu","ssd"]}
22	acme		dev-2|READY|2.0|gpu,ssd	200	{"id":"dev-2","score":120,"changed":true,"tags":["gpu","ssd"]}
23	acme		dev-2|READY|2.0|gpu, gpu ,ssd,,  ,ssd	200	{"id":"dev-2","score":120,"changed":true,"tags":["gpu","ssd"]}
24	acme		dev-2|READY|2.0|region:eu,region:us,region:ap,region:xx,region:,region	200	{"id":"dev-2","score":140,"changed":true,"tags":["region:eu","region:us","region:ap","region"]}
25	acme		dev-2|DEGRADED|2.0|gpu,region:mars	200	{"id":"dev-2","score":60,"changed":true,"tags":["gpu"]}
26	acme		dev-2|DOWN|2.0|gpu	200	{"id":"dev-2","score":0,"changed":true,"tags":["gpu"]}
27	acme		dev-2|READY|2.0|gpu	200	{"id":"dev-2","score":60,"changed":true,"tags":["gpu"]}
28	acme	1	dev-2|READY|2.0|gpu	200	{"id":"dev-2","score":110,"changed":true,"tags":["gpu"]}
29	acme		dev-2|BOOTING|2.0|a,b,c	200	{"id":"dev-2","score":30,"changed":true,"tags":["a","b","c"]}
30	-		dev-1|READY|1.0	200	{"id":"dev-1","score":100,"changed":true,"tags":[]}
31	-		dev-1|READY|1.0	200	{"id":"dev-1","score":100,"changed":false,"tags":[]}
32	beta		dev-1|DOWN|3.0	200	{"id":"dev-1","score":0,"changed":true,"tags":[]}
33	beta		dev-1|DOWN|3.0	200	{"id":"dev-1","score":0,"changed":false,"tags":[]}
34	beta		dev-1|down|3.1	200	{"id":"dev-1","score":0,"changed":true,"tags":[]}
35	beta		dev-1|ready|3.1	200	{"id":"dev-1","score":50,"changed":true,"tags":[]}
36	beta		dev-1|READY|3.1	200	{"id":"dev-1","score":100,"changed":true,"tags":[]}
37	acme		dev-3|BOOTING|0.1	200	{"id":"dev-3","score":0,"changed":true,"tags":[]}
38	acme		dev-4|BOOTING|	200	{"id":"dev-4","score":0,"changed":false,"tags":[]}
39	acme		dev-4|BOOTING||x,y	200	{"id":"dev-4","score":20,"changed":true,"tags":["x","y"]}
40	acme	1	dev-4|READY|0.2|x	200	{"id":"dev-4","score":110,"changed":true,"tags":["x"]}
